CODCURSO,NOMBRECURSO,DEPARTAMENTO,MATRICULADOS,PREMATRICULADOS,CICLO
EG2005,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,170,170,2014 - 2
IN6002,Taller de innovación y proyectos - IN,Departamento de Industrial,35,35,2014 - 2
IN5001,Distribución de plantas y manejo de materiales,Departamento de Industrial,6,6,2014 - 2
EN6002,Generación de Energías I,Departamento de Energía,7,7,2014 - 2
ME3001,Estática y Dinámica,Departamento de Mecánica,27,27,2014 - 2
EL4001,Circuitos Analógicos,Departamento de Electrónica,10,10,2014 - 2
QI1002,Transformaciones Químicas de la Materia,Departamento de Química,2,2,2014 - 2
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,22,22,2015 - 0
EG2001,Cálculo II,Dirección de Ciencias,36,36,2015 - 0
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,35,35,2015 - 0
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,21,21,2015 - 0
EG3003,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,112,112,2013 - 2
EG2003,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,186,186,2013 - 2
EG2002,Física II,Dirección de Ciencias,148,148,2013 - 2
eg2004.,Inglés I..,Departamento de Ciencias,186,186,2013 - 2
EG1002,Física I,Dirección de Ciencias,48,48,2013 - 2
ME3001,Estática y Dinámica,Departamento de Mecánica,15,15,2013 - 2
EG3001,Ecuaciones Diferenciales,Departamento de Ciencias,120,120,2013 - 1
EG3002,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,113,113,2013 - 1
eg1001.,Cálculo I.,Dirección de Ciencias,256,256,2013 - 1
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,226,226,2013 - 1
eg2001.,Cálculo II..,Dirección de Ciencias,19,19,2013 - 1
GG2000,Cálculo II.,Dirección de Ciencias,122,122,2012 - 2
GG2001,Comunicación Oral y Escrita,Departamento de Ciencias,169,169,2012 - 2
MM1000,Dibujo para Ingeniería,Departamento de Mecánica,16,16,2012 - 2
GG1003,Comunicación y Excelencia Personal,Departamento de Ciencias,9,9,2012 - 2
GG1001,Cálculo I..,Departamento de Industrial,224,224,2012 - 1
EG4002,Taller de Arte y Tecnología II,Dirección de Humanidades Artes y Ciencias Sociales,57,57,2015 - 1
EG1003,Comunicación Oral y Escrita I,Dirección de Humanidades Artes y Ciencias Sociales,297,297,2015 - 1
EG4001,Inglés III ,Dirección de Humanidades Artes y Ciencias Sociales,65,65,2015 - 1
EG6002,Taller de arte y tecnología IV,Dirección de Humanidades Artes y Ciencias Sociales,38,38,2015 - 1
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,12,12,2015 - 1
QI5002,Química Analítica,Departamento de Química,10,10,2015 - 1
ME3001,Estática y Dinámica,Departamento de Mecánica,51,51,2015 - 1
EG2005,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,182,182,2015 - 2
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,107,107,2015 - 2
IN2001,Fundamentos de Programación,Departamento de Industrial,35,35,2015 - 2
IN4002,Investigación de Operaciones II,Departamento de Industrial,28,28,2015 - 2
EN3003,Ingeniería Eléctrica I,Departamento de Energía,8,8,2015 - 2
EG1004,Inglés 0,Dirección de Humanidades Artes y Ciencias Sociales,73,73,2015 - 2
EN2001,Instalaciones Eléctricas,Departamento de Energía,30,30,2015 - 2
EN6002,Generación de Energías I,Departamento de Energía,7,7,2015 - 2
ME6002,Diseño de elementos de máquinas I ,Departamento de Mecánica,5,5,2015 - 2
IN0005,Técnicas de desarrollo de Software,Departamento de Industrial,3,3,2015 - 2
EN3001,Electricidad y Magnetismo,Departamento de Ciencias,181,181,2016 - 1
GHN001,Comunicación  0,Centro preuniversitario,177,177,2016 - 1
EN7003,Máquinas Térmicas,Departamento de Energía,7,7,2016 - 1
ME8004,Automatización para Sistemas Mecánicos,Departamento de Mecánica,7,7,2016 - 1
IN4006,Metodologías de Innovación,Departamento de Industrial,82,82,2016 - 1
ME5001,Termodinámica ,Departamento de Mecánica,83,83,2016 - 1
QI6003,Fenómenos de Transporte,Departamento de Química,6,6,2016 - 1
EL7003,Control de procesos,Departamento de Electrónica,12,12,2016 - 1
EL5003,Electrónica de Potencia,Departamento de Electrónica,7,7,2016 - 1
IN4005,Operaciones y Procesos Unitarios,Departamento de Industrial,31,31,2016 - 1
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,17,17,2016 - 1
IN6008,Tecnologías y Procesos de Fabricación,Departamento de Industrial,3,3,2016 - 1
IN9001,Tesis en Ingeniería Industrial I,Departamento de Industrial,30,30,2016 - 1
QI9001,Tesis en Ingeniería Química I,Departamento de Química,6,6,2016 - 1
EL9001,Tesis en ECE I,Departamento de Electrónica,6,6,2016 - 1
EL0039,"Sensores, Actuadores y MEMS",Departamento de Electrónica,6,6,2016 - 1
EG3002,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,33,33,2016 - 0
IN4001,Análisis y Diseño del Trabajo,Departamento de Industrial,3,3,2016 - 0
QI1001,Química y Biología,Departamento de Química,17,17,2016 - 0
EN5003,Centrales Hidráulicas,Departamento de Energía,11,11,2016 - 1
GH3003,Ética y Ciudadanía,Dirección de Humanidades Artes y Ciencias Sociales,180,180,2016 - 2
QI6003,Fenómenos de Transporte,Departamento de Química,6,6,2016 - 2
EG6003,Gestión de la Calidad,Dirección de Humanidades Artes y Ciencias Sociales,121,121,2016 - 2
EN3002,Circuitos Eléctricos,Departamento de Electrónica,42,42,2016 - 2
CCN001,Matemáticas 0,Departamento de Ciencias,54,54,2016 - 2
ME5006,Fundamentos de Termodinámica,Departamento de Mecánica,45,45,2016 - 2
ME8004,Automatización para Sistemas Mecánicos,Departamento de Mecánica,7,7,2016 - 2
EN3001,Electricidad y Magnetismo,Departamento de Ciencias,258,258,2016 - 2
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,18,18,2016 - 2
EN0020,Smart Grid,Departamento de Energía,6,6,2016 - 2
EL6006,Electrónica de Potencia,Departamento de Electrónica,7,7,2016 - 2
QI5001,Balance de materia y energía,Departamento de Química,12,12,2016 - 2
EL4001,Circuitos Analógicos,Departamento de Electrónica,13,13,2016 - 2
QI9004,Bioquímica,Departamento de Química,9,9,2016 - 2
IN0050,Demand Planning,Departamento de Industrial,8,8,2016 - 2
ME7004,Sistemas Hidráulicos y Neumáticos,Departamento de Mecánica,12,12,2016 - 2
QI7002,Flujo de Fluídos y Partículas,Departamento de Química,3,3,2016 - 2
QI0011,Sistema de Información geográfica y modelización,Departamento de Química,3,3,2016 - 2
GH3002,Inglés II,Dirección de Humanidades Artes y Ciencias Sociales,18,18,2017 - 0
EN4003,Ingeniería del Petróleo,Departamento de Energía,13,13,2017 - 1
EN5001,Máquinas Eléctricas ,Departamento de Energía,70,70,2017 - 1
GH0014,Culturas de Gobernanza y Distribución de Poder,Dirección de Humanidades Artes y Ciencias Sociales,29,29,2017 - 1
EG0008,Proyecto Interdisciplinario II,Jefatura de Proyectos Académicos,119,119,2017 - 1
EN0021,Física II,Departamento de Ciencias,180,180,2017 - 1
ME5001,Termodinámica ,Departamento de Mecánica,24,24,2017 - 0
ME6006,Mecánica de Materiales,Departamento de Mecánica,18,18,2017 - 0
IN4004,Modelos Probabilisticos: Simulación y Optimización,Departamento de Industrial,24,24,2017 - 1
IN8006,Análisis y Diseño de Sistemas de Manufactura y Servicios,Departamento de Industrial,14,14,2017 - 1
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,24,24,2017 - 1
EL0042,Supervisión y Control por Computadora,Departamento de Electrónica,12,12,2017 - 1
EL0046,Ingeniería Electromagnética,Departamento de Electrónica,10,10,2017 - 1
QI5001,Balance de materia y energía,Departamento de Química,30,30,2017 - 1
EN0001,Tesis en Ingeniería de la Energía II,Departamento de Energía,1,1,2017 - 0
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,129,129,2017 - 2
CS1100,Introducción a la Ciencia de la Computación,Departamento de Ciencias,177,177,2017 - 2
CCN001,Matemáticas 0,Departamento de Ciencias,84,84,2017 - 2
IN6007,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,16,16,2017 - 2
ME0021,Termodinámica,Departamento de Ciencias,215,215,2017 - 2
ME0033,Mecánica de Fluidos Aplicada,Departamento de Mecánica,19,19,2017 - 2
ME3003,Estática,Departamento de Mecánica,66,66,2017 - 2
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,53,53,2017 - 2
ME0022,Dinámica,Departamento de Mecánica,31,31,2017 - 2
EN6004,Energía Solar y Eólica,Departamento de Energía,14,14,2017 - 2
ME0034,Tecnología de los Materiales Aplicada,Departamento de Mecánica,9,9,2017 - 2
IN0079,Gestión del Rendimiento en Servicios,Departamento de Industrial,16,16,2017 - 2
ME9002,Tesis en Ingeniería Mecánica I,Departamento de Mecánica,3,3,2017 - 2
EN0027,Tesis en Ingenieria de la Energía I,Departamento de Energía,4,4,2017 - 2
EN0025,Planificación y Economía de la Energía,Departamento de Energía,2,2,2017 - 2
QI7004,Cinética y diseño de reactores,Departamento de Química,6,6,2017 - 2
QI6003,Fenómenos de Transporte,Departamento de Química,13,13,2017 - 2
EG0006,Matemáticas III,Departamento de Ciencias,142,142,2017 - 2
GH1002,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,90,90,2017 - 2
ME0019,Física I,Departamento de Ciencias,96,96,2018 - 0
EG0005,Matemáticas II,Departamento de Ciencias,57,57,2018 - 0
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,561,61,2018 - 1
EN0028,Tesis en Ingeniería de la Energía II,Departamento de Energía,1,1,2018 - 0
IN0077,Gestión de Compras y Mercados Electrónicos,Departamento de Industrial,33,22,2018 - 1
GH0012,Economías en Desarrollo,Dirección de Humanidades Artes y Ciencias Sociales,177,106,2018 - 1
QI0033,Análisis Químico para Ingeniería,Departamento de Química,12,1,2018 - 1
MT0008,Diseño de sistemas mecatrónicos,Departamento de Mecatrónica,10,6,2018 - 1
ME9002,Tesis en Ingeniería Mecánica I,Departamento de Mecánica,9,6,2018 - 1
IN0061,Investigación de Operaciones II: Modelos Probabilísticos,Departamento de Industrial,23,3,2018 - 1
GH0007,Introducción al Desarrollo de Empresas,Dirección de Gestión,225,99,2018 - 1
IN0075,Diseño y Gestión de Servicios,Departamento de Industrial,12,21,2018 - 1
AM0037,Ciencia de los Materiales,Departamento de Ciencias,166,72,2018 - 1
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,33,22,2018 - 1
ME0028,Automatización de Sistemas,Departamento de Mecánica,22,25,2018 - 1
ME0037,Ingeniería de Materiales,Departamento de Mecánica,14,2,2018 - 1
EL5005,Diseño de Computadoras,Departamento de Electrónica,18,12,2018 - 1
EL8005,Redes industriales,Departamento de Electrónica,8,7,2018 - 1
EN0029,Eficiencia Energética Térmica,Departamento de Energía,11,11,2018 - 1
QI0029,Química Avanzada,Departamento de Química,23,9,2018 - 1
EN3004,Ingeniería Eléctrica,Departamento de Energía,20,6,2018 - 1
EG0003,Matemáticas I,Departamento de Ciencias,414,142,2018 - 2
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,128,1,2018 - 2
GH0006,Laboratorio de Comunicación 2,Dirección de Humanidades Artes y Ciencias Sociales,428,381,2018 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,114,109,2018 - 2
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,45,46,2018 - 2
ME0008,Gestión de Equipos y Maquinarias,Departamento de Mecánica,15,14,2018 - 2
GH0008,Gestión de Empresas,Dirección de Gestión,241,197,2018 - 2
IN0033,Instrumentación y Control de Procesos,Departamento de Química,14,11,2018 - 2
EN0024,Marco Legal y Politica Energética,Departamento de Energía,24,23,2018 - 2
GH0014,Culturas de Gobernanza y Distribución de Poder,Dirección de Humanidades Artes y Ciencias Sociales,97,87,2018 - 2
EL0007,Procesamiento de Imágenes Digitales,Departamento de Electrónica,10,12,2018 - 2
ME0037,Ingeniería de Materiales,Departamento de Mecánica,23,23,2018 - 2
EL0071,Tesis en ECE II,Departamento de Electrónica,10,7,2018 - 2
EN5002,Ingeniería del Gas Natural,Departamento de Energía,14,13,2018 - 2
QI8003,Operaciones de Separación,Departamento de Química,6,5,2018 - 1
GH0019,Emprendedores en Acción,Dirección de Humanidades Artes y Ciencias Sociales,22,20,2018 - 2
CS1D01,Estructuras Discretas I,Departamento de Computer Science,45,2,2018 - 2
QI0034,Biotecnologías y Bioprocesos,Departamento de Química,13,17,2018 - 2
IN6009,Desarrollo y Validación de Productos,Departamento de Industrial,23,7,2018 - 2
EGN001,Ciencias 0,Jefatura de Procesos Académicos de Admisión,69,69,2018 - 2
EL7005,Control de procesos,Departamento de Electrónica,11,12,2018 - 2
CS2101,Teoría de la computación,Departamento de Computer Science,43,38,2018 - 2
EN0017,Operación e ingeniería de producción,Departamento de Energía,11,9,2018 - 2
IN7003,Diseño de Experimentos y Control Estadístico de la Calidad,Departamento de Industrial,11,12,2018 - 2
IN0058,Procesos de Manufactura,Departamento de Industrial,24,25,2018 - 2
EL0065,Circuitos Eléctricos,Departamento de Electrónica,21,19,2018 - 2
ME0034,Tecnología de los Materiales Aplicada,Departamento de Mecánica,12,11,2018 - 2
IN6007,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,21,15,2018 - 2
EG0007,Proyecto Interdisciplinario I,Jefatura de Proyectos Académicos,300,295,2018 - 2
IN0066,Métodos Estadísticos Avanzados para la Calidad,Departamento de Industrial,17,22,2018 - 2
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,18,20,2018 - 2
GH0008,Gestión de Empresas,Dirección de Gestión,89,89,2019 - 0
EG0005,Matemáticas II,Departamento de Ciencias,87,87,2019 - 0
ME0022,Dinámica,Departamento de Mecánica,41,41,2019 - 0
EN0033,Sistemas de Transporte y Distribución,Departamento de Energía,12,12,2019 - 0
MT0003,Sistemas Hidráulicos y Neumáticos,Departamento de Mecatrónica,5,9,2018 - 2
EGN001,Ciencias 0,Jefatura de Procesos Académicos de Admisión,299,6,2019 - 1
ME0026,Diseño de Sistemas Mecánicos,Departamento de Mecánica,32,30,2019 - 1
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,208,157,2019 - 1
IN0002,Tesis en Ingeniería Industrial II,Departamento de Industrial,15,13,2019 - 1
EL0069,Proyecto de ECE,Departamento de Electrónica,12,10,2019 - 1
IN0074,Diseño de Redes de Cadenas de Suministro,Departamento de Industrial,22,29,2019 - 1
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,32,25,2019 - 1
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,28,18,2019 - 1
EN0039,Energía Solar y Termosolar,Departamento de Energía,22,20,2019 - 1
EN0018,Protección de sistemas eléctricos,Departamento de Energía,17,18,2019 - 1
CS2S01,Sistemas Operativos,Departamento de Computer Science,37,29,2019 - 1
QI6005,Transferencia de calor,Departamento de Química,37,39,2019 - 1
QI0034,Biotecnologías y Bioprocesos,Departamento de Química,14,2,2019 - 1
QI6006,Transferencia de masa,Departamento de Química,8,8,2019 - 1
BI0004,Bioquímica,Departamento de Bioingeniería,34,33,2019 - 1
BI0002,Biología Celular y Molecular,Departamento de Bioingeniería,44,38,2019 - 1
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,12,15,2019 - 1
EL6006,Electrónica de Potencia,Departamento de Electrónica,15,15,2019 - 1
CS2201,Arquitectura de computadoras,Departamento de Computer Science,58,51,2019 - 1
AM0002,Fisica y quimica ambiental,Departamento de Ingeniería Ambiental,8,7,2019 - 1
EN0021,Física II,Departamento de Ciencias,225,218,2019 - 2
CS1D02,Estructuras Discretas II,Departamento de Computer Science,81,64,2019 - 2
IN0065,Simulación de Operaciones,Departamento de Industrial,61,33,2019 - 2
EG0004,Desafíos Globales,Dirección de Humanidades Artes y Ciencias Sociales,197,4,2019 - 2
ME9002,Tesis en Ingeniería Mecánica I,Departamento de Mecánica,27,21,2019 - 2
ME0014,Mineralurgía,Departamento de Mecánica,16,14,2019 - 2
ME0011,Ingeniería de la Confiabilidad,Departamento de Mecánica,43,29,2019 - 2
BI0025,Bioinformática y Bioestadística,Departamento de Bioingeniería,18,28,2019 - 2
ME0022,Dinámica,Departamento de Mecánica,47,49,2019 - 2
CS1103,Programación orientada a objetos II,Departamento de Computer Science,53,28,2019 - 2
IN8006,Análisis y Diseño de Sistemas de Manufactura y Servicios,Departamento de Industrial,25,6,2019 - 2
QI6006,Transferencia de masa,Departamento de Química,16,15,2019 - 2
QI0040,Diseño de Reactores Químicos I,Departamento de Química,13,13,2019 - 2
ME0036,Tópicos Selectos de Ingeniería Mecánica,Departamento de Mecánica,12,9,2019 - 2
MT0002,Sensores y Actuadores,Departamento de Mecatrónica,12,15,2019 - 2
EL6005,Seminario de ECE,Departamento de Electrónica,30,29,2019 - 2
EL0080,Diseño de software,Departamento de Electrónica,24,22,2019 - 2
IN0068,Metodología de Investigación,Departamento de Industrial,11,9,2019 - 2
QI0043,Operaciones de Separación Fisicoquímicas,Departamento de Química,15,4,2019 - 2
CS3402,Compiladores,Departamento de Computer Science,17,21,2019 - 2
QI0010,Procesos Hidrometalúrgicos,Departamento de Química,6,5,2019 - 1
CI0004,Geomática,Departamento de Civil,26,21,2019 - 2
CS2S01,Sistemas Operativos,Departamento de Computer Science,23,14,2019 - 2
IN4006,Metodologías de Innovación,Departamento de Industrial,19,7,2019 - 2
EL0065,Circuitos Eléctricos,Departamento de Electrónica,19,7,2019 - 2
QI0014,Conminución,Departamento de Química,4,8,2019 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,30,30,2020 - 0
ME0019,Física I,Departamento de Ciencias,39,39,2020 - 0
CS2101,Teoría de la computación,Departamento de Computer Science,18,18,2020 - 0
CS1D01,Estructuras Discretas I,Departamento de Computer Science,114,9,2020 - 1
EL0045,Introducción a las Redes de Computadoras,Departamento de Electrónica,24,24,2020 - 1
